# Name       Type group ID   MW      Precursor  coll_fac        mole_diam     surf_tens accomod  mass_dens non-volatile    partitioning  smiles                                         psat_torr     dHvap    Henry    Tref
PHPhUA       4    3          180.   HPhUA       687.d0          8.39d0          30.D-03   0.7    1.30D3      0           BOTH          c1(OO)ccccc1C=CC(=O)(O)                        0.131E-07     135.2       0.    298.
POPhUA       4    3          164.   OPhUA       687.d0          8.39d0          30.D-03   0.7    1.30D3      0           BOTH          c1(O)ccccc1C=CC(=O)(O)                         0.118E-05     113.8       0.    298.
PVOPhUA      4    3          209.   VOPhUA      687.d0          8.39d0          30.D-03   0.7    1.30D3      0           BOTH          c1(O)c(N(=O)=O)cccc1C=CC(=O)(O)                0.313E-08     140.8       0.    298.
PPhPUD2      4    3          237.   PhPUD2      687.d0          8.39d0          30.D-03   0.7    1.30D3      0           BOTH          O=Cc1ccccc1C=CC(=O)(OON(=O)=O)                 0.645E-04      93.0       0.    298.
PPhGUD2      4    3          192.   PhGUD2      687.d0          8.39d0          30.D-03   0.7    1.30D3      0           BOTH          O=Cc1ccccc1C=CC(=O)(OO)                        0.112E-04     102.3       0.    298.
PPhAUD2      4    3          176.   PhAUD2      687.d0          8.39d0          30.D-03   0.7    1.30D3      0           BOTH          O=Cc1ccccc1C=CC(=O)(O)                         0.227E-05     109.8       0.    298.
PNaONBp      4    3          271.   NaONBp      687.d0          8.39d0          30.D-03   0.7    1.30D3      0           BOTH          c12ccccc1C(ON(=O)=O)C3C(O)C2OO3                0.122E-03      94.3       0.    298.
PNaOHBp      4    3          242.   NaOHBp      687.d0          8.39d0          30.D-03   0.7    1.30D3      0           BOTH          c12ccccc1C(OO)C3C(O)C2OO3                      0.231E-04     102.2       0.    298.
PNaOOBp      4    3          226.   NaOOBp      687.d0          8.39d0          30.D-03   0.7    1.30D3      0           BOTH          c12ccccc1C(O)C3C(O)C2OO3                       0.317E-03      90.9       0.    298.
PNaOKBp      4    3          224.   NaOKBp      687.d0          8.39d0          30.D-03   0.7    1.30D3      0           BOTH          c12ccccc1C(=O)C3C(O)C2OO3                      0.296E-02      78.2       0.    298.
PNaOPENEpox  4    3          176.   NaOPENEpox  687.d0          8.39d0          30.D-03   0.7    1.30D3      0           BOTH          O=Cc1ccccc1C2OC2C=O                            0.311E-02      75.9       0.    298.
PPhEpoxHEst  4    3          208.   PhEpoxHEst  687.d0          8.39d0          30.D-03   0.7    1.30D3      0           BOTH          c12ccccc1C3OC3C(OO)OC2=O                       0.549E-06     115.2       0.    298.
PPhEpoxAnhy  4    3          190.   PhEpoxAnhy  687.d0          8.39d0          30.D-03   0.7    1.30D3      0           BOTH          c12ccccc1C3OC3C(=O)OC2=O                       0.284E-05     105.7       0.    298.
PPhEpoxOEst  4    3          192.   PhEpoxOEst  687.d0          8.39d0          30.D-03   0.7    1.30D3      0           BOTH          c12ccccc1C3OC3C(O)OC2=O                        0.773E-05     103.2       0.    298.
